,paper,reference
731,A Conservation Law for G/G/m Queueing Systems.,A Three-Stage Construction for Multiconnection Networks.
732,A Conservation Law for G/G/m Queueing Systems.,A Workload Model Representative of Static and Dynamic Characteristics.
733,A Conservation Law for G/G/m Queueing Systems.,On Removing the Machine from the Language.
734,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Optimizing the Costs of Hierarchical Quorum Consensus.
735,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,State space axioms for T-systems.
736,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,A Comparison of Two Synchronizing Concepts.
737,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Recognizability of graph and pattern languages.
738,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,The Programming Language Pascal.
739,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.
740,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Systolic Automata for VLSI on Balanced Trees.
741,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Fifo Nets Without Order Deadlock.
742,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Merged processes: a new condensed representation of Petri net behaviour.
743,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Maximum Entropy and the 
744,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Hex ist PSPACE-vollständig.
745,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,Computational Algorithms for Networks of Queues with Rejection Blocking.
746,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
747,Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,A Note on Multihead Automata and Context-Sensitive Languages
748,Context-Free Graph Grammars and Concatenation of Graphs.,Bounded Quantification and Relations Recognizable by Finite Automata.
749,Context-Free Graph Grammars and Concatenation of Graphs.,On the Synchronization in Parallel Communicating Grammar Systems.
750,Context-Free Graph Grammars and Concatenation of Graphs.,A note on autodense related languages.
751,Context-Free Graph Grammars and Concatenation of Graphs.,Concurrent Bisimulations in Petri Nets.
752,Context-Free Graph Grammars and Concatenation of Graphs.,Type-based information flow analysis for the pi-calculus.
753,Context-Free Graph Grammars and Concatenation of Graphs.,A Conservation Law for G/G/m Queueing Systems.
754,Context-Free Graph Grammars and Concatenation of Graphs.,Context-Free Graph Grammars and Concatenation of Graphs.
755,Context-Free Graph Grammars and Concatenation of Graphs.,On a Class of Recursive Procedures and Equivalent Iterative Ones.
756,Context-Free Graph Grammars and Concatenation of Graphs.,A Comparison of Two Synchronizing Concepts.
757,Context-Free Graph Grammars and Concatenation of Graphs.,On weighted first-order logics with discounting.
758,Context-Free Graph Grammars and Concatenation of Graphs.,Concurrent Access to Data.
759,Context-Free Graph Grammars and Concatenation of Graphs.,Relaxed red-black trees with group updates.
760,Context-Free Graph Grammars and Concatenation of Graphs.,Systolic Automata for VLSI on Balanced Trees.
761,Context-Free Graph Grammars and Concatenation of Graphs.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
762,Context-Free Graph Grammars and Concatenation of Graphs.,Fifo Nets Without Order Deadlock.
763,Context-Free Graph Grammars and Concatenation of Graphs.,Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.
764,Context-Free Graph Grammars and Concatenation of Graphs.,Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
765,Context-Free Graph Grammars and Concatenation of Graphs.,Persistence of Vector Replacement Systems is Decidable.
766,Context-Free Graph Grammars and Concatenation of Graphs.,Implementing Daubechies Wavelet Transform with Weighted Finite Automata.
767,Context-Free Graph Grammars and Concatenation of Graphs.,Complete Parameterized Families of Job Scheduling Strategies.
768,Context-Free Graph Grammars and Concatenation of Graphs.,Dispatcher Primitives for the Construction of Operating System Kernels.
769,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Another Polynomial Homomorphism.
770,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Extended multi bottom-up tree transducers.
771,On a Class of Recursive Procedures and Equivalent Iterative Ones.,"Running a job on a collection of partly available machines, with on-line restarts."
772,On a Class of Recursive Procedures and Equivalent Iterative Ones.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
773,On a Class of Recursive Procedures and Equivalent Iterative Ones.,An Efficiency Preorder for Processes.
774,On a Class of Recursive Procedures and Equivalent Iterative Ones.,On regular tree languages and deterministic pushdown automata.
775,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Head and state hierarchies for unary multi-head finite automata.
776,On a Class of Recursive Procedures and Equivalent Iterative Ones.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
777,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Relaxed red-black trees with group updates.
778,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Stochastic cooperative distributed grammar systems and random graphs.
779,On a Class of Recursive Procedures and Equivalent Iterative Ones.,The Derivation of Systolic Implementations of Programs.
780,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Gray visiting Motzkins.
781,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Evolutionary Systems: A Language Generating Device Inspired by Evolving Communities of Cells.
782,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Two Notions of Correctness and Their Relation to Testing.
783,On a Class of Recursive Procedures and Equivalent Iterative Ones.,Best Huffman Trees.
784,Algorithms for Fast Evaluation of Boolean Expressions.,A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.
785,Algorithms for Fast Evaluation of Boolean Expressions.,Systolic Automata for VLSI on Balanced Trees.
786,Algorithms for Fast Evaluation of Boolean Expressions.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
787,Algorithms for Fast Evaluation of Boolean Expressions.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
788,Algorithms for Fast Evaluation of Boolean Expressions.,Complete Problems for Space Bounded Subclasses of NP.
789,Algorithms for Fast Evaluation of Boolean Expressions.,A Note on Multihead Automata and Context-Sensitive Languages
790,Algorithms for Fast Evaluation of Boolean Expressions.,COSY - A System Specification Language Based on Paths and Processes.
791,A general account of coinduction up-to.,STG decomposition strategies in combination with unfolding.
792,A general account of coinduction up-to.,On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.
793,A general account of coinduction up-to.,Rules of Inference for Procedure Calls.
794,A general account of coinduction up-to.,Recursive Petri nets.
795,A general account of coinduction up-to.,An Efficiency Preorder for Processes.
796,A general account of coinduction up-to.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
797,A general account of coinduction up-to.,Concurrent Access to Data.
798,A general account of coinduction up-to.,Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.
799,A general account of coinduction up-to.,Systolic Automata for VLSI on Balanced Trees.
800,A general account of coinduction up-to.,NP-complete Problems Simplified on Tree Schemas.
801,A general account of coinduction up-to.,A Synthesis of Several Sorting Algorithms.
802,A general account of coinduction up-to.,Attribute (Re)evaluation in OPTRAN.
803,A Comparison of Two Synchronizing Concepts.,Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.
804,A Comparison of Two Synchronizing Concepts.,Algorithms for Fast Evaluation of Boolean Expressions.
805,A Comparison of Two Synchronizing Concepts.,A Principle of Independence for Binary Tree Searching.
806,A Comparison of Two Synchronizing Concepts.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
807,A Comparison of Two Synchronizing Concepts.,Merged processes: a new condensed representation of Petri net behaviour.
808,A Comparison of Two Synchronizing Concepts.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
809,A Comparison of Two Synchronizing Concepts.,Best Huffman Trees.
810,A Comparison of Two Synchronizing Concepts.,A Note on Multihead Automata and Context-Sensitive Languages
811,How to Calculate Symmetries of Petri Nets.,On the Look-Ahead Problem in Lexical Analysis.
812,How to Calculate Symmetries of Petri Nets.,How to Calculate Symmetries of Petri Nets.
813,How to Calculate Symmetries of Petri Nets.,On regular tree languages and deterministic pushdown automata.
814,How to Calculate Symmetries of Petri Nets.,A new natural structural congruence in the pi-calculus with replication.
