,paper,reference
723,The Synthesis Problem of Petri Nets.,Some properties of the disjunctive languages contained in 
724,The Synthesis Problem of Petri Nets.,Systolic Automata for VLSI on Balanced Trees.
725,The Synthesis Problem of Petri Nets.,A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Stoß.
726,The Synthesis Problem of Petri Nets.,Parallel Integer Sorting and Simulation Amongst CRCW Models.
727,The Synthesis Problem of Petri Nets.,Pattern Matching in Trees and Nets.
728,The Synthesis Problem of Petri Nets.,A Workload Model Representative of Static and Dynamic Characteristics.
729,The Synthesis Problem of Petri Nets.,Eliminating Unit Productions from LR Parsers.
730,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Ein Vollständigkeitssatz für Programme und Schaltkreise.
731,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
732,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Synchronized regular expressions.
733,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Trace Nets and Process Automata.
734,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.
735,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Lazy Structure Sharing for Query Optimization.
736,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Models for Reactivity.
737,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,A Proof System for Distributed Processes.
738,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Trace- and failure-based semantics for responsiveness.
739,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Disjunctivity and other properties of sets of pseudo-bordered words.
740,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Best Huffman Trees.
741,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
742,On weighted first-order logics with discounting.,Representation and uniformization of algebraic transductions.
743,On weighted first-order logics with discounting.,"Running a job on a collection of partly available machines, with on-line restarts."
744,On weighted first-order logics with discounting.,The maximum gain of increasing the number of preemptions in multiprocessor scheduling.
745,On weighted first-order logics with discounting.,Algorithms for Fast Evaluation of Boolean Expressions.
746,On weighted first-order logics with discounting.,A Comparison of Two Synchronizing Concepts.
747,On weighted first-order logics with discounting.,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.
748,On weighted first-order logics with discounting.,Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.
749,On weighted first-order logics with discounting.,A Modal Logic for Message Passing Processes.
750,On weighted first-order logics with discounting.,A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.
751,On weighted first-order logics with discounting.,The Paging Drum Queue: A Uniform Perspective and Further Results.
752,On weighted first-order logics with discounting.,A Survey of Normal Form Covers for Context Free Grammars.
753,On weighted first-order logics with discounting.,"Axioms for Generalized Graphs, Illustrated by a Cantor-Bernstein Proposition."
754,On weighted first-order logics with discounting.,Calculi for Interaction.
755,On weighted first-order logics with discounting.,"Special issue on ""Combining Compositionality and Concurrency"": part 1."
756,On weighted first-order logics with discounting.,Two Notions of Correctness and Their Relation to Testing.
757,On weighted first-order logics with discounting.,Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.
758,On weighted first-order logics with discounting.,Compositional schedulability analysis of real-time actor-based systems.
759,On weighted first-order logics with discounting.,Worst Case Performance of Weighted Buddy Systems.
760,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,State complexity of deletion and bipolar deletion.
761,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,A Comparison of Two Synchronizing Concepts.
762,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,A new natural structural congruence in the pi-calculus with replication.
763,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Liveness of a mutex algorithm in a fair process algebra.
764,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,"Invariants, Composition, and Substitution."
765,A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,Automatic verification of concurrent systems using a formula-based compositional approach.
766,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Quad Trees: A Data Structure for Retrieval on Composite Keys.
767,"Demonic, angelic and unbounded probabilistic choices in sequential programs.","Semantics, calculi, and analysis for object-oriented specifications."
768,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Inhibitionsfelder.
769,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.
770,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Formal Derivation of Strongly Correct Concurrent Programs.
771,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Relational structures model of concurrency.
772,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Nonterminals Versus Homomorphisms in Defining Languages for Some Classes of Rewriting Systems.
773,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Modelling higher-order dual nondeterminacy.
774,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Worst Case Performance of Weighted Buddy Systems.
775,"Demonic, angelic and unbounded probabilistic choices in sequential programs.",Eliminating Unit Productions from LR Parsers.
776,An Efficiency Preorder for Processes.,On the Synchronization in Parallel Communicating Grammar Systems.
777,An Efficiency Preorder for Processes.,Algorithms for Fast Evaluation of Boolean Expressions.
778,An Efficiency Preorder for Processes.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
779,An Efficiency Preorder for Processes.,"Semantics, calculi, and analysis for object-oriented specifications."
780,An Efficiency Preorder for Processes.,Optimal Multiprogramming.
781,An Efficiency Preorder for Processes.,Exponentially decreasing number of operations in balanced trees.
782,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.
783,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Optimizing the Costs of Hierarchical Quorum Consensus.
784,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,On the Look-Ahead Problem in Lexical Analysis.
785,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,An Efficiency Preorder for Processes.
786,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.
787,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,A first step in characterizing three-element codes.
788,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Pattern Matching in Trees and Nets.
789,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,A Three-Stage Construction for Multiconnection Networks.
790,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,The Expressive Power of Delay Operators in SCCS.
791,On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,Dispatcher Primitives for the Construction of Operating System Kernels.
792,Modeling Splits in File Structures.,Efficient execution of dynamically controllable simple temporal networks with uncertainty.
793,Modeling Splits in File Structures.,State complexity of deletion and bipolar deletion.
794,Modeling Splits in File Structures.,Weakly Context-Sensitive Languages as Model for Programming Languages.
795,Modeling Splits in File Structures.,Optimizing the Costs of Hierarchical Quorum Consensus.
796,Modeling Splits in File Structures.,A theory of formal synthesis via inductive learning.
797,Modeling Splits in File Structures.,A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.
798,Modeling Splits in File Structures.,Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.
